product_id,name,brand,source,category,unit_size,week_date,price,regular_price,is_on_special
ww_651492,Mandarin Tangold Seedless,Mandarin,woolworths,Fruit & Veg,each,2026-01-13,0.63,0.6,0
ww_651492,Mandarin Tangold Seedless,Mandarin,woolworths,Fruit & Veg,each,2026-01-20,0.51,0.61,0
ww_651492,Mandarin Tangold Seedless,Mandarin,woolworths,Fruit & Veg,each,2026-01-27,0.5,0.62,1
ww_651492,Mandarin Tangold Seedless,Mandarin,woolworths,Fruit & Veg,each,2026-02-03,0.56,0.63,1
ww_651492,Mandarin Tangold Seedless,Mandarin,woolworths,Fruit & Veg,each,2026-02-10,0.57,0.64,0
ww_651492,Mandarin Tangold Seedless,Mandarin,woolworths,Fruit & Veg,each,2026-02-17,0.67,0.66,0
ww_651492,Mandarin Tangold Seedless,Mandarin,woolworths,Fruit & Veg,each,2026-02-24,0.68,0.68,0
ww_651492,Mandarin Tangold Seedless,Mandarin,woolworths,Fruit & Veg,each,2026-03-03,0.75,0.7,0
ww_651492,Mandarin Tangold Seedless,Mandarin,woolworths,Fruit & Veg,each,2026-03-10,0.47,0.73,1
ww_651492,Mandarin Tangold Seedless,Mandarin,woolworths,Fruit & Veg,each,2026-03-17,0.55,0.75,1
ww_651492,Mandarin Tangold Seedless,Mandarin,woolworths,Fruit & Veg,each,2026-03-24,0.7,0.77,0
ww_651492,Mandarin Tangold Seedless,Mandarin,woolworths,Fruit & Veg,each,2026-03-31,0.68,0.8,0
ww_651492,Mandarin Tangold Seedless,Mandarin,woolworths,Fruit & Veg,each,2026-04-07,0.83,0.82,0
ww_651492,Mandarin Tangold Seedless,Mandarin,woolworths,Fruit & Veg,each,2026-04-14,0.82,0.85,0
ww_651492,Mandarin Tangold Seedless,Mandarin,woolworths,Fruit & Veg,each,2026-04-21,0.85,0.87,0
ww_651492,Mandarin Tangold Seedless,Mandarin,woolworths,Fruit & Veg,each,2026-04-28,0.91,0.89,0
ww_651492,Mandarin Tangold Seedless,Mandarin,woolworths,Fruit & Veg,each,2026-05-05,0.83,0.92,1
ww_651492,Mandarin Tangold Seedless,Mandarin,woolworths,Fruit & Veg,each,2026-05-12,0.98,0.94,0
ww_651492,Mandarin Tangold Seedless,Mandarin,woolworths,Fruit & Veg,each,2026-05-19,0.92,0.95,0
ww_651492,Mandarin Tangold Seedless,Mandarin,woolworths,Fruit & Veg,each,2026-05-26,0.97,0.97,0
ww_651492,Mandarin Tangold Seedless,Mandarin,woolworths,Fruit & Veg,each,2026-06-02,0.86,0.98,0
ww_651492,Mandarin Tangold Seedless,Mandarin,woolworths,Fruit & Veg,each,2026-06-09,0.99,0.99,0
ww_651492,Mandarin Tangold Seedless,Mandarin,woolworths,Fruit & Veg,each,2026-06-16,0.93,1.0,0
ww_651492,Mandarin Tangold Seedless,Mandarin,woolworths,Fruit & Veg,each,2026-06-23,0.91,1.01,0
ww_143109,Mushrooms Cups Loose,,woolworths,Fruit & Veg,per 200g,2025-07-01,15.3,15.62,0
ww_143109,Mushrooms Cups Loose,,woolworths,Fruit & Veg,per 200g,2025-07-08,13.84,15.62,1
ww_143109,Mushrooms Cups Loose,,woolworths,Fruit & Veg,per 200g,2025-07-15,13.74,15.56,0
ww_143109,Mushrooms Cups Loose,,woolworths,Fruit & Veg,per 200g,2025-07-22,15.85,15.47,0
ww_143109,Mushrooms Cups Loose,,woolworths,Fruit & Veg,per 200g,2025-07-29,13.49,15.32,0
ww_143109,Mushrooms Cups Loose,,woolworths,Fruit & Veg,per 200g,2025-08-05,16.54,15.14,0
ww_143109,Mushrooms Cups Loose,,woolworths,Fruit & Veg,per 200g,2025-08-12,17.14,14.92,0
ww_143109,Mushrooms Cups Loose,,woolworths,Fruit & Veg,per 200g,2025-08-19,16.17,14.67,0
ww_143109,Mushrooms Cups Loose,,woolworths,Fruit & Veg,per 200g,2025-08-26,14.62,14.38,0
ww_143109,Mushrooms Cups Loose,,woolworths,Fruit & Veg,per 200g,2025-09-02,9.69,14.07,1
ww_143109,Mushrooms Cups Loose,,woolworths,Fruit & Veg,per 200g,2025-09-09,9.95,13.74,1
ww_143109,Mushrooms Cups Loose,,woolworths,Fruit & Veg,per 200g,2025-09-16,13.67,13.39,0
ww_143109,Mushrooms Cups Loose,,woolworths,Fruit & Veg,per 200g,2025-09-23,13.08,13.02,0
ww_143109,Mushrooms Cups Loose,,woolworths,Fruit & Veg,per 200g,2025-09-30,13.22,12.65,0
ww_143109,Mushrooms Cups Loose,,woolworths,Fruit & Veg,per 200g,2025-10-07,12.2,12.28,0
ww_143109,Mushrooms Cups Loose,,woolworths,Fruit & Veg,per 200g,2025-10-14,13.47,11.92,0
ww_143109,Mushrooms Cups Loose,,woolworths,Fruit & Veg,per 200g,2025-10-21,11.32,11.56,0
ww_143109,Mushrooms Cups Loose,,woolworths,Fruit & Veg,per 200g,2025-10-28,11.52,11.23,0
ww_143109,Mushrooms Cups Loose,,woolworths,Fruit & Veg,per 200g,2025-11-04,7.92,10.91,1
ww_143109,Mushrooms Cups Loose,,woolworths,Fruit & Veg,per 200g,2025-11-11,10.77,10.62,0
ww_143109,Mushrooms Cups Loose,,woolworths,Fruit & Veg,per 200g,2025-11-18,10.2,10.35,0
ww_143109,Mushrooms Cups Loose,,woolworths,Fruit & Veg,per 200g,2025-11-25,10.22,10.13,0
ww_143109,Mushrooms Cups Loose,,woolworths,Fruit & Veg,per 200g,2025-12-02,9.58,9.94,0
ww_143109,Mushrooms Cups Loose,,woolworths,Fruit & Veg,per 200g,2025-12-09,10.2,9.79,0
ww_143109,Mushrooms Cups Loose,,woolworths,Fruit & Veg,per 200g,2025-12-16,8.85,9.68,1
ww_143109,Mushrooms Cups Loose,,woolworths,Fruit & Veg,per 200g,2025-12-23,10.16,9.62,0
ww_143109,Mushrooms Cups Loose,,woolworths,Fruit & Veg,per 200g,2025-12-30,9.47,9.61,0
ww_143109,Mushrooms Cups Loose,,woolworths,Fruit & Veg,per 200g,2026-01-06,8.23,9.64,0
ww_143109,Mushrooms Cups Loose,,woolworths,Fruit & Veg,per 200g,2026-01-13,9.98,9.72,0
ww_143109,Mushrooms Cups Loose,,woolworths,Fruit & Veg,per 200g,2026-01-20,9.66,9.84,0
ww_143109,Mushrooms Cups Loose,,woolworths,Fruit & Veg,per 200g,2026-01-27,10.3,10.01,0
ww_143109,Mushrooms Cups Loose,,woolworths,Fruit & Veg,per 200g,2026-02-03,8.24,10.22,0
ww_143109,Mushrooms Cups Loose,,woolworths,Fruit & Veg,per 200g,2026-02-10,9.96,10.47,0
ww_143109,Mushrooms Cups Loose,,woolworths,Fruit & Veg,per 200g,2026-02-17,7.25,10.76,1
ww_143109,Mushrooms Cups Loose,,woolworths,Fruit & Veg,per 200g,2026-02-24,12.52,11.07,0
ww_143109,Mushrooms Cups Loose,,woolworths,Fruit & Veg,per 200g,2026-03-03,10.92,11.42,0
ww_143109,Mushrooms Cups Loose,,woolworths,Fruit & Veg,per 200g,2026-03-10,12.27,11.78,0
ww_143109,Mushrooms Cups Loose,,woolworths,Fruit & Veg,per 200g,2026-03-17,12.1,12.17,0
ww_143109,Mushrooms Cups Loose,,woolworths,Fruit & Veg,per 200g,2026-03-24,13.7,12.56,0
ww_143109,Mushrooms Cups Loose,,woolworths,Fruit & Veg,per 200g,2026-03-31,9.29,12.97,1
ww_143109,Mushrooms Cups Loose,,woolworths,Fruit & Veg,per 200g,2026-04-07,13.89,13.37,0
ww_143109,Mushrooms Cups Loose,,woolworths,Fruit & Veg,per 200g,2026-04-14,14.53,13.77,0
ww_143109,Mushrooms Cups Loose,,woolworths,Fruit & Veg,per 200g,2026-04-21,14.71,14.16,0
ww_143109,Mushrooms Cups Loose,,woolworths,Fruit & Veg,per 200g,2026-04-28,16.72,14.53,0
ww_143109,Mushrooms Cups Loose,,woolworths,Fruit & Veg,per 200g,2026-05-05,15.02,14.88,0
ww_143109,Mushrooms Cups Loose,,woolworths,Fruit & Veg,per 200g,2026-05-12,15.97,15.2,0
ww_143109,Mushrooms Cups Loose,,woolworths,Fruit & Veg,per 200g,2026-05-19,15.32,15.49,0
ww_143109,Mushrooms Cups Loose,,woolworths,Fruit & Veg,per 200g,2026-05-26,12.94,15.75,1
ww_143109,Mushrooms Cups Loose,,woolworths,Fruit & Veg,per 200g,2026-06-02,14.01,15.97,1
ww_143109,Mushrooms Cups Loose,,woolworths,Fruit & Veg,per 200g,2026-06-09,16.16,16.15,0
ww_143109,Mushrooms Cups Loose,,woolworths,Fruit & Veg,per 200g,2026-06-16,15.28,16.28,0
ww_143109,Mushrooms Cups Loose,,woolworths,Fruit & Veg,per 200g,2026-06-23,17.31,16.37,0
ww_187314,Woolworths Broccolini Bunch,Woolworths,woolworths,Fruit & Veg,each,2025-07-01,4.29,4.62,0
ww_187314,Woolworths Broccolini Bunch,Woolworths,woolworths,Fruit & Veg,each,2025-07-08,4.15,4.62,0
ww_187314,Woolworths Broccolini Bunch,Woolworths,woolworths,Fruit & Veg,each,2025-07-15,4.12,4.61,0
ww_187314,Woolworths Broccolini Bunch,Woolworths,woolworths,Fruit & Veg,each,2025-07-22,4.43,4.58,0
ww_187314,Woolworths Broccolini Bunch,Woolworths,woolworths,Fruit & Veg,each,2025-07-29,3.42,4.54,1
ww_187314,Woolworths Broccolini Bunch,Woolworths,woolworths,Fruit & Veg,each,2025-08-05,3.24,4.48,1
ww_187314,Woolworths Broccolini Bunch,Woolworths,woolworths,Fruit & Veg,each,2025-08-12,4.46,4.42,0
ww_187314,Woolworths Broccolini Bunch,Woolworths,woolworths,Fruit & Veg,each,2025-08-19,4.26,4.34,0
ww_187314,Woolworths Broccolini Bunch,Woolworths,woolworths,Fruit & Veg,each,2025-08-26,4.26,4.26,0
ww_187314,Woolworths Broccolini Bunch,Woolworths,woolworths,Fruit & Veg,each,2025-09-02,4.4,4.16,0
ww_187314,Woolworths Broccolini Bunch,Woolworths,woolworths,Fruit & Veg,each,2025-09-09,3.7,4.07,0
ww_187314,Woolworths Broccolini Bunch,Woolworths,woolworths,Fruit & Veg,each,2025-09-16,4.11,3.96,0
ww_187314,Woolworths Broccolini Bunch,Woolworths,woolworths,Fruit & Veg,each,2025-09-23,4.25,3.85,0
ww_187314,Woolworths Broccolini Bunch,Woolworths,woolworths,Fruit & Veg,each,2025-09-30,3.81,3.75,0
ww_187314,Woolworths Broccolini Bunch,Woolworths,woolworths,Fruit & Veg,each,2025-10-07,2.93,3.64,1
ww_187314,Woolworths Broccolini Bunch,Woolworths,woolworths,Fruit & Veg,each,2025-10-14,3.28,3.53,0
ww_187314,Woolworths Broccolini Bunch,Woolworths,woolworths,Fruit & Veg,each,2025-10-21,3.26,3.42,0
ww_187314,Woolworths Broccolini Bunch,Woolworths,woolworths,Fruit & Veg,each,2025-10-28,3.63,3.32,0
ww_187314,Woolworths Broccolini Bunch,Woolworths,woolworths,Fruit & Veg,each,2025-11-04,3.38,3.23,0
ww_187314,Woolworths Broccolini Bunch,Woolworths,woolworths,Fruit & Veg,each,2025-11-11,3.17,3.14,0
ww_187314,Woolworths Broccolini Bunch,Woolworths,woolworths,Fruit & Veg,each,2025-11-18,3.58,3.06,0
ww_187314,Woolworths Broccolini Bunch,Woolworths,woolworths,Fruit & Veg,each,2025-11-25,2.11,3.0,1
ww_187314,Woolworths Broccolini Bunch,Woolworths,woolworths,Fruit & Veg,each,2025-12-02,2.89,2.94,0
ww_187314,Woolworths Broccolini Bunch,Woolworths,woolworths,Fruit & Veg,each,2025-12-09,3.32,2.9,0
ww_187314,Woolworths Broccolini Bunch,Woolworths,woolworths,Fruit & Veg,each,2025-12-16,2.9,2.87,0
ww_187314,Woolworths Broccolini Bunch,Woolworths,woolworths,Fruit & Veg,each,2025-12-23,2.48,2.85,0
ww_187314,Woolworths Broccolini Bunch,Woolworths,woolworths,Fruit & Veg,each,2025-12-30,2.54,2.84,1
ww_187314,Woolworths Broccolini Bunch,Woolworths,woolworths,Fruit & Veg,each,2026-01-06,3.24,2.85,0
ww_187314,Woolworths Broccolini Bunch,Woolworths,woolworths,Fruit & Veg,each,2026-01-13,2.67,2.88,0
ww_187314,Woolworths Broccolini Bunch,Woolworths,woolworths,Fruit & Veg,each,2026-01-20,2.77,2.91,0
ww_187314,Woolworths Broccolini Bunch,Woolworths,woolworths,Fruit & Veg,each,2026-01-27,2.73,2.96,0
ww_187314,Woolworths Broccolini Bunch,Woolworths,woolworths,Fruit & Veg,each,2026-02-03,2.98,3.03,0
ww_187314,Woolworths Broccolini Bunch,Woolworths,woolworths,Fruit & Veg,each,2026-02-10,3.0,3.1,0
ww_187314,Woolworths Broccolini Bunch,Woolworths,woolworths,Fruit & Veg,each,2026-02-17,3.24,3.18,0
ww_187314,Woolworths Broccolini Bunch,Woolworths,woolworths,Fruit & Veg,each,2026-02-24,3.56,3.28,0
ww_187314,Woolworths Broccolini Bunch,Woolworths,woolworths,Fruit & Veg,each,2026-03-03,2.77,3.38,1
ww_187314,Woolworths Broccolini Bunch,Woolworths,woolworths,Fruit & Veg,each,2026-03-10,3.17,3.49,1
ww_187314,Woolworths Broccolini Bunch,Woolworths,woolworths,Fruit & Veg,each,2026-03-17,3.29,3.6,0
ww_187314,Woolworths Broccolini Bunch,Woolworths,woolworths,Fruit & Veg,each,2026-03-24,3.58,3.72,0
ww_187314,Woolworths Broccolini Bunch,Woolworths,woolworths,Fruit & Veg,each,2026-03-31,3.26,3.84,0
ww_187314,Woolworths Broccolini Bunch,Woolworths,woolworths,Fruit & Veg,each,2026-04-07,4.46,3.96,0
ww_187314,Woolworths Broccolini Bunch,Woolworths,woolworths,Fruit & Veg,each,2026-04-14,4.02,4.08,0
ww_187314,Woolworths Broccolini Bunch,Woolworths,woolworths,Fruit & Veg,each,2026-04-21,3.98,4.19,0
ww_187314,Woolworths Broccolini Bunch,Woolworths,woolworths,Fruit & Veg,each,2026-04-28,4.46,4.3,0
ww_187314,Woolworths Broccolini Bunch,Woolworths,woolworths,Fruit & Veg,each,2026-05-05,3.06,4.4,1
ww_187314,Woolworths Broccolini Bunch,Woolworths,woolworths,Fruit & Veg,each,2026-05-12,3.87,4.5,1
ww_187314,Woolworths Broccolini Bunch,Woolworths,woolworths,Fruit & Veg,each,2026-05-19,4.19,4.59,0
ww_187314,Woolworths Broccolini Bunch,Woolworths,woolworths,Fruit & Veg,each,2026-05-26,4.27,4.66,0
ww_187314,Woolworths Broccolini Bunch,Woolworths,woolworths,Fruit & Veg,each,2026-06-02,5.28,4.73,0
ww_187314,Woolworths Broccolini Bunch,Woolworths,woolworths,Fruit & Veg,each,2026-06-09,4.49,4.78,0
ww_187314,Woolworths Broccolini Bunch,Woolworths,woolworths,Fruit & Veg,each,2026-06-16,5.04,4.82,0
ww_187314,Woolworths Broccolini Bunch,Woolworths,woolworths,Fruit & Veg,each,2026-06-23,4.98,4.84,0
ww_143304,Woolworths Mushrooms Cups Punnet,Woolworths,woolworths,Fruit & Veg,200g,2025-07-01,5.79,5.0,0
ww_143304,Woolworths Mushrooms Cups Punnet,Woolworths,woolworths,Fruit & Veg,200g,2025-07-08,5.31,5.0,0
ww_143304,Woolworths Mushrooms Cups Punnet,Woolworths,woolworths,Fruit & Veg,200g,2025-07-15,4.78,4.98,0
ww_143304,Woolworths Mushrooms Cups Punnet,Woolworths,woolworths,Fruit & Veg,200g,2025-07-22,3.38,4.95,1
ww_143304,Woolworths Mushrooms Cups Punnet,Woolworths,woolworths,Fruit & Veg,200g,2025-07-29,4.8,4.9,0
ww_143304,Woolworths Mushrooms Cups Punnet,Woolworths,woolworths,Fruit & Veg,200g,2025-08-05,5.13,4.85,0
ww_143304,Woolworths Mushrooms Cups Punnet,Woolworths,woolworths,Fruit & Veg,200g,2025-08-12,4.73,4.78,0
ww_143304,Woolworths Mushrooms Cups Punnet,Woolworths,woolworths,Fruit & Veg,200g,2025-08-19,4.56,4.69,0
ww_143304,Woolworths Mushrooms Cups Punnet,Woolworths,woolworths,Fruit & Veg,200g,2025-08-26,4.52,4.6,0
ww_143304,Woolworths Mushrooms Cups Punnet,Woolworths,woolworths,Fruit & Veg,200g,2025-09-02,4.19,4.5,1
ww_143304,Woolworths Mushrooms Cups Punnet,Woolworths,woolworths,Fruit & Veg,200g,2025-09-09,4.13,4.4,1
ww_143304,Woolworths Mushrooms Cups Punnet,Woolworths,woolworths,Fruit & Veg,200g,2025-09-16,4.52,4.28,0
ww_143304,Woolworths Mushrooms Cups Punnet,Woolworths,woolworths,Fruit & Veg,200g,2025-09-23,4.24,4.17,0
ww_143304,Woolworths Mushrooms Cups Punnet,Woolworths,woolworths,Fruit & Veg,200g,2025-09-30,3.96,4.05,0
ww_143304,Woolworths Mushrooms Cups Punnet,Woolworths,woolworths,Fruit & Veg,200g,2025-10-07,3.82,3.93,0
ww_143304,Woolworths Mushrooms Cups Punnet,Woolworths,woolworths,Fruit & Veg,200g,2025-10-14,3.67,3.81,0
ww_143304,Woolworths Mushrooms Cups Punnet,Woolworths,woolworths,Fruit & Veg,200g,2025-10-21,3.27,3.7,1
ww_143304,Woolworths Mushrooms Cups Punnet,Woolworths,woolworths,Fruit & Veg,200g,2025-10-28,2.66,3.59,1
ww_143304,Woolworths Mushrooms Cups Punnet,Woolworths,woolworths,Fruit & Veg,200g,2025-11-04,3.54,3.49,0
ww_143304,Woolworths Mushrooms Cups Punnet,Woolworths,woolworths,Fruit & Veg,200g,2025-11-11,3.93,3.4,0
ww_143304,Woolworths Mushrooms Cups Punnet,Woolworths,woolworths,Fruit & Veg,200g,2025-11-18,3.82,3.31,0
ww_143304,Woolworths Mushrooms Cups Punnet,Woolworths,woolworths,Fruit & Veg,200g,2025-11-25,3.48,3.24,0
ww_143304,Woolworths Mushrooms Cups Punnet,Woolworths,woolworths,Fruit & Veg,200g,2025-12-02,3.48,3.18,0
ww_143304,Woolworths Mushrooms Cups Punnet,Woolworths,woolworths,Fruit & Veg,200g,2025-12-09,2.19,3.13,1
ww_143304,Woolworths Mushrooms Cups Punnet,Woolworths,woolworths,Fruit & Veg,200g,2025-12-16,3.26,3.1,0
ww_143304,Woolworths Mushrooms Cups Punnet,Woolworths,woolworths,Fruit & Veg,200g,2025-12-23,2.91,3.08,0
ww_143304,Woolworths Mushrooms Cups Punnet,Woolworths,woolworths,Fruit & Veg,200g,2025-12-30,3.51,3.07,0
ww_143304,Woolworths Mushrooms Cups Punnet,Woolworths,woolworths,Fruit & Veg,200g,2026-01-06,2.53,3.08,0
ww_143304,Woolworths Mushrooms Cups Punnet,Woolworths,woolworths,Fruit & Veg,200g,2026-01-13,2.28,3.11,1
ww_143304,Woolworths Mushrooms Cups Punnet,Woolworths,woolworths,Fruit & Veg,200g,2026-01-20,2.11,3.15,1
ww_143304,Woolworths Mushrooms Cups Punnet,Woolworths,woolworths,Fruit & Veg,200g,2026-01-27,3.33,3.2,0
ww_143304,Woolworths Mushrooms Cups Punnet,Woolworths,woolworths,Fruit & Veg,200g,2026-02-03,3.18,3.27,0
ww_143304,Woolworths Mushrooms Cups Punnet,Woolworths,woolworths,Fruit & Veg,200g,2026-02-10,3.25,3.35,0
ww_143304,Woolworths Mushrooms Cups Punnet,Woolworths,woolworths,Fruit & Veg,200g,2026-02-17,3.33,3.44,0
ww_143304,Woolworths Mushrooms Cups Punnet,Woolworths,woolworths,Fruit & Veg,200g,2026-02-24,3.37,3.54,0
ww_143304,Woolworths Mushrooms Cups Punnet,Woolworths,woolworths,Fruit & Veg,200g,2026-03-03,3.5,3.65,0
ww_143304,Woolworths Mushrooms Cups Punnet,Woolworths,woolworths,Fruit & Veg,200g,2026-03-10,2.6,3.77,1
ww_143304,Woolworths Mushrooms Cups Punnet,Woolworths,woolworths,Fruit & Veg,200g,2026-03-17,3.14,3.89,1
ww_143304,Woolworths Mushrooms Cups Punnet,Woolworths,woolworths,Fruit & Veg,200g,2026-03-24,4.01,4.02,0
ww_143304,Woolworths Mushrooms Cups Punnet,Woolworths,woolworths,Fruit & Veg,200g,2026-03-31,4.14,4.15,0
ww_143304,Woolworths Mushrooms Cups Punnet,Woolworths,woolworths,Fruit & Veg,200g,2026-04-07,3.73,4.28,0
ww_143304,Woolworths Mushrooms Cups Punnet,Woolworths,woolworths,Fruit & Veg,200g,2026-04-14,3.95,4.41,0
ww_143304,Woolworths Mushrooms Cups Punnet,Woolworths,woolworths,Fruit & Veg,200g,2026-04-21,4.82,4.53,0
ww_143304,Woolworths Mushrooms Cups Punnet,Woolworths,woolworths,Fruit & Veg,200g,2026-04-28,4.91,4.65,0
ww_143304,Woolworths Mushrooms Cups Punnet,Woolworths,woolworths,Fruit & Veg,200g,2026-05-05,4.4,4.76,0
ww_143304,Woolworths Mushrooms Cups Punnet,Woolworths,woolworths,Fruit & Veg,200g,2026-05-12,4.79,4.86,0
ww_143304,Woolworths Mushrooms Cups Punnet,Woolworths,woolworths,Fruit & Veg,200g,2026-05-19,4.33,4.96,1
ww_143304,Woolworths Mushrooms Cups Punnet,Woolworths,woolworths,Fruit & Veg,200g,2026-05-26,5.07,5.04,0
ww_143304,Woolworths Mushrooms Cups Punnet,Woolworths,woolworths,Fruit & Veg,200g,2026-06-02,5.17,5.11,0
ww_143304,Woolworths Mushrooms Cups Punnet,Woolworths,woolworths,Fruit & Veg,200g,2026-06-09,4.93,5.17,0
ww_143304,Woolworths Mushrooms Cups Punnet,Woolworths,woolworths,Fruit & Veg,200g,2026-06-16,5.35,5.21,0
ww_143304,Woolworths Mushrooms Cups Punnet,Woolworths,woolworths,Fruit & Veg,200g,2026-06-23,5.22,5.24,0
ww_133211,Cavendish Bananas,,woolworths,Fruit & Veg,each,2025-07-01,1.32,1.1,0
ww_133211,Cavendish Bananas,,woolworths,Fruit & Veg,each,2025-07-08,1.0,1.1,0
ww_133211,Cavendish Bananas,,woolworths,Fruit & Veg,each,2025-07-15,1.16,1.1,0
ww_133211,Cavendish Bananas,,woolworths,Fruit & Veg,each,2025-07-22,0.98,1.09,1
ww_133211,Cavendish Bananas,,woolworths,Fruit & Veg,each,2025-07-29,0.97,1.08,1
ww_133211,Cavendish Bananas,,woolworths,Fruit & Veg,each,2025-08-05,0.95,1.07,0
ww_133211,Cavendish Bananas,,woolworths,Fruit & Veg,each,2025-08-12,1.03,1.05,0
ww_133211,Cavendish Bananas,,woolworths,Fruit & Veg,each,2025-08-19,1.06,1.03,0
ww_133211,Cavendish Bananas,,woolworths,Fruit & Veg,each,2025-08-26,0.94,1.01,0
ww_133211,Cavendish Bananas,,woolworths,Fruit & Veg,each,2025-09-02,0.81,0.99,0
ww_133211,Cavendish Bananas,,woolworths,Fruit & Veg,each,2025-09-09,1.02,0.97,0
ww_133211,Cavendish Bananas,,woolworths,Fruit & Veg,each,2025-09-16,0.7,0.94,1
ww_133211,Cavendish Bananas,,woolworths,Fruit & Veg,each,2025-09-23,0.77,0.92,1
ww_133211,Cavendish Bananas,,woolworths,Fruit & Veg,each,2025-09-30,0.94,0.89,0
ww_133211,Cavendish Bananas,,woolworths,Fruit & Veg,each,2025-10-07,0.92,0.86,0
ww_133211,Cavendish Bananas,,woolworths,Fruit & Veg,each,2025-10-14,0.81,0.84,0
ww_133211,Cavendish Bananas,,woolworths,Fruit & Veg,each,2025-10-21,0.79,0.81,0
ww_133211,Cavendish Bananas,,woolworths,Fruit & Veg,each,2025-10-28,0.81,0.79,0
ww_133211,Cavendish Bananas,,woolworths,Fruit & Veg,each,2025-11-04,0.65,0.77,1
ww_133211,Cavendish Bananas,,woolworths,Fruit & Veg,each,2025-11-11,0.57,0.75,1
ww_133211,Cavendish Bananas,,woolworths,Fruit & Veg,each,2025-11-18,0.71,0.73,0
ww_133211,Cavendish Bananas,,woolworths,Fruit & Veg,each,2025-11-25,0.68,0.71,0
ww_133211,Cavendish Bananas,,woolworths,Fruit & Veg,each,2025-12-02,0.66,0.7,0
ww_133211,Cavendish Bananas,,woolworths,Fruit & Veg,each,2025-12-09,0.75,0.69,0
ww_133211,Cavendish Bananas,,woolworths,Fruit & Veg,each,2025-12-16,0.74,0.68,0
ww_133211,Cavendish Bananas,,woolworths,Fruit & Veg,each,2025-12-23,0.7,0.68,0
ww_133211,Cavendish Bananas,,woolworths,Fruit & Veg,each,2025-12-30,0.71,0.68,0
ww_133211,Cavendish Bananas,,woolworths,Fruit & Veg,each,2026-01-06,0.64,0.68,0
ww_133211,Cavendish Bananas,,woolworths,Fruit & Veg,each,2026-01-13,0.56,0.68,1
